ballLocX_0,ballLocY_0,ballLocZ_0,ballVelX_0,ballVelY_0,ballVelZ_0,carLocX_0,carLocY_0,carLocZ_0,carPitch_0,carYaw_0,carRoll_0,carVelX_0,carVelY_0,carVelZ_0,ballLocX_1,ballLocY_1,ballLocZ_1,ballVelX_1,ballVelY_1,ballVelZ_1,carLocX_1,carLocY_1,carLocZ_1,carPitch_1,carYaw_1,carRoll_1,carVelX_1,carVelY_1,carVelZ_1,throttle,steer,time
-1369.9674072265625,337.5384216308594,92.8699951171875,-53.38355255126953,85.04611206054688,0.0,2234.18017578125,-122.33738708496094,17.010000228881836,-0.009587380103766918,1.6725183725357056,0.0,-73.6748046875,1256.05322265625,8.3410005569458,-1143.9205322265625,627.83837890625,193.21527099609375,1631.8033447265625,453.7588195800781,400.64105224609375,365.2807922363281,2914.806640625,17.010000228881836,-0.009587380103766918,2.146902084350586,9.58738019107841e-05,-768.1009521484375,1182.4010009765625,8.310999870300293,0.9875991964076102,-0.00031192985149786225,2.547200991764649
-1143.9205322265625,627.83837890625,193.21527099609375,1631.8033447265625,453.7588195800781,400.64105224609375,365.2807922363281,2914.806640625,17.010000228881836,-0.009587380103766918,2.146902084350586,9.58738019107841e-05,-768.1009521484375,1182.4010009765625,8.310999870300293,1807.8697509765625,1462.3741455078125,169.6614990234375,1247.794921875,373.7635192871094,-22.107681274414062,170.93399047851562,3248.84814453125,17.010000228881836,-0.009587380103766918,1.9908194541931152,9.58738019107841e-05,9.86249828338623,-49.64299392700195,8.321000099182129,-0.026324097065635654,-0.9265547716165009,1.9556891538200807
1807.8697509765625,1462.3741455078125,169.6614990234375,1247.794921875,373.7635192871094,-22.107681274414062,170.93399047851562,3248.84814453125,17.010000228881836,-0.009587380103766918,1.9908194541931152,9.58738019107841e-05,9.86249828338623,-49.64299392700195,8.321000099182129,2577.285400390625,1696.9300537109375,116.18775939941406,1047.537109375,335.11968994140625,68.59393310546875,69.82669067382812,3457.528564453125,17.010000228881836,-0.009491506032645702,2.017951726913452,0.0,-307.094970703125,640.4927978515625,8.321000099182129,0.9765371456967614,-0.0011780537986666262,0.6512108369203533
2577.285400390625,1696.9300537109375,116.18775939941406,1047.537109375,335.11968994140625,68.59393310546875,69.82669067382812,3457.528564453125,17.010000228881836,-0.009491506032645702,2.017951726913452,0.0,-307.094970703125,640.4927978515625,8.321000099182129,4002.748046875,2231.746337890625,340.2818298339844,6.889650344848633,139.1656036376953,192.54295349121094,1246.9091796875,2444.059326171875,17.010000228881836,-0.009587380103766918,2.737292766571045,0.0,1200.4664306640625,-551.3313598632812,8.321000099182129,-0.9540163304774214,-0.19596107621630365,2.18346116914622
4002.748046875,2231.746337890625,340.2818298339844,6.889650344848633,139.1656036376953,192.54295349121094,1246.9091796875,2444.059326171875,17.010000228881836,-0.009587380103766918,2.737292766571045,0.0,1200.4664306640625,-551.3313598632812,8.321000099182129,3608.3056640625,2570.451416015625,93.13999938964844,-309.02197265625,159.2014923095703,0.0,2226.1669921875,4149.45458984375,17.010000228881836,-0.009587380103766918,-0.40362870693206787,9.58738019107841e-05,-1216.21044921875,663.8028564453125,8.321000099182129,-0.7334919280671439,-0.7337162191437964,2.2965170722894603
3608.3056640625,2570.451416015625,93.13999938964844,-309.02197265625,159.2014923095703,0.0,2226.1669921875,4149.45458984375,17.010000228881836,-0.009587380103766918,-0.40362870693206787,9.58738019107841e-05,-1216.21044921875,663.8028564453125,8.321000099182129,3333.473388671875,2712.080810546875,93.13999938964844,-302.5494079589844,155.9652099609375,0.0,2033.040771484375,4232.52783203125,17.010000228881836,-0.009491506032645702,-0.2936614453792572,0.0,368.0398864746094,-106.5802001953125,8.310999870300293,0.5682797802863174,0.129535045367197,0.9001580922235775
3333.473388671875,2712.080810546875,93.13999938964844,-302.5494079589844,155.9652099609375,0.0,2033.040771484375,4232.52783203125,17.010000228881836,-0.009491506032645702,-0.2936614453792572,0.0,368.0398864746094,-106.5802001953125,8.310999870300293,3052.012939453125,2857.217041015625,93.13999938964844,-295.7754821777344,152.5782470703125,0.0,2634.93505859375,3967.070556640625,17.010000228881836,-0.009587380103766918,-0.5410158634185791,9.58738019107841e-05,825.4652099609375,-493.557373046875,8.310999870300293,0.712017074914839,-0.13319750919692683,0.9377876093414574
3052.012939453125,2857.217041015625,93.13999938964844,-295.7754821777344,152.5782470703125,0.0,2634.93505859375,3967.070556640625,17.010000228881836,-0.009587380103766918,-0.5410158634185791,9.58738019107841e-05,825.4652099609375,-493.557373046875,8.310999870300293,2650.56787109375,3064.34912109375,93.13999938964844,-286.1856689453125,147.60980224609375,0.0,4064.42724609375,3743.694091796875,231.56004333496094,1.373679757118225,1.247701644897461,1.0858666896820068,80.92838287353516,184.6692352294922,977.343505859375,0.9905645842353532,0.30412455261399574,1.473415842579449
2650.56787109375,3064.34912109375,93.13999938964844,-286.1856689453125,147.60980224609375,0.0,4064.42724609375,3743.694091796875,231.56004333496094,1.373679757118225,1.247701644897461,1.0858666896820068,80.92838287353516,184.6692352294922,977.343505859375,2268.04736328125,3261.489990234375,93.13999938964844,-277.23016357421875,142.7205810546875,0.0,4078.989990234375,3148.791748046875,1138.80615234375,0.09472331404685974,-1.561208963394165,-1.5698375701904297,-8.371000289916992,-1003.4678955078125,79.16809844970703,0.7990809250824175,-0.5660793672462672,1.3562925263975512
2268.04736328125,3261.489990234375,93.13999938964844,-277.23016357421875,142.7205810546875,0.0,4078.989990234375,3148.791748046875,1138.80615234375,0.09472331404685974,-1.561208963394165,-1.5698375701904297,-8.371000289916992,-1003.4678955078125,79.16809844970703,1761.982421875,3521.4208984375,93.13999938964844,-265.6666259765625,136.00637817382812,0.0,4078.989990234375,820.9425659179688,1386.3873291015625,0.2603932321071625,-1.5608254671096802,-1.5682077407836914,-8.371000289916992,-1325.60498046875,320.8959655761719,0.9219114462912963,0.045646031421533256,1.8684532815250687
